cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
Shepsog,"cow, sheep",United States,Gouda,semi-firm,High,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",False,False
Podhalanski,"cow, sheep",Poland,Gouda,"semi-hard, artisan",High,"creamy, open",natural,pale yellow,smokey,smokey,False,False
Blarney Castle,cow,Ireland,Gouda,semi-soft,High,creamy,natural,golden yellow,"smooth, tangy","floral, fresh, mild, milky",False,False
Crema Mexicana Agria,cow,Mexico and Caribbean,Gouda,fresh soft,High,"creamy, spreadable",rindless,white,"acidic, sour, tangy","aromatic, fresh",False,False
Peppercorn Gouda,cow,United States,Gouda,"semi-hard, artisan",High,"compact, crumbly, dense",natural,yellow,"mild, nutty, sharp, spicy","floral, fruity",True,False
Boeren-Leidse met sleutels,cow,Netherlands,Gouda,"hard, artisan",High,"crumbly, firm",waxed,yellow,"fruity, spicy","aromatic, rich",False,False
Midnight Moon®,goat,Holland,Gouda,hard,High,"creamy, crystalline",rindless,ivory,"caramel, sweet","pleasant, strong",False,False
Picobello,cow,Netherlands,Gouda,hard,High,"crumbly, open",waxed,golden yellow,"caramel, nutty, sweet","buttery, fruity",False,False
Leyden,cow,Netherlands,Gouda,"semi-hard, artisan",High,firm,bloomy,yellow,"spicy, tangy",aromatic,False,False
Podhalanski,"cow, sheep",Poland,Gouda,"semi-hard, artisan",High,"creamy, open",natural,pale yellow,smokey,smokey,False,False
Benedictine,"cow, goat, sheep",United States,Gouda,"semi-hard, artisan",High,creamy,washed,yellow,"nutty, savory, tangy","aromatic, fresh",False,False
Sancerre,goat,France,Gouda,hard,High,"creamy, open",natural,white,"nutty, strong","fruity, sweet",False,False
Sancerre,goat,France,Gouda,hard,High,"crumbly, firm, open",natural,white,"nutty, strong","fresh, milky, rich, sweet",False,False
Menage,"cow, goat, sheep",United States,Gouda,semi-hard,High,"creamy, dry, firm",waxed,ivory,"full-flavored, strong",pleasant,True,False
Sancerre,goat,France,Gouda,hard,High,"firm, smooth",natural,white,"nutty, strong","grassy, mushroom, rich",False,False
Montasio Mezzano,cow,Italy,Gouda,"semi-firm, artisan",High,creamy,natural,cream,"full-flavored, nutty, sweet",strong,False,False
Parrano,cow,Netherlands,Gouda,"hard, artisan",High,"creamy, firm, open, smooth",plastic,pale yellow,"buttery, creamy, nutty, savory, sweet",earthy,False,False
Shepsog,"cow, sheep",United States,Gouda,semi-firm,High,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",True,False
Alverca,"goat, sheep",Portugal,Gouda,semi-hard,High,creamy,natural,yellow,"acidic, fruity",strong,False,False
Montasio Mezzano,cow,Italy,Gouda,"semi-firm, artisan",High,creamy,natural,pale yellow,"full-flavored, nutty, sweet",strong,False,False
Avaxtskyr,cow,Iceland,Gouda,fresh soft,High,"creamy, smooth",natural,pale yellow,"creamy, earthy, nutty","fruity, sweet",True,False
Blarney Castle,cow,Ireland,Gouda,semi-soft,High,creamy,natural,golden yellow,"smooth, tangy","fresh, herbal, spicy, strong",False,False
Sweet Style Swiss,cow,Switzerland,Gouda,"semi-hard, artisan",High,"firm, supple",waxed,ivory,nutty,"nutty, sweet",False,False
Lamb Chopper,sheep,"Netherlands, United States",Gouda,hard,High,"dense, firm, smooth",waxed,ivory,"buttery, caramel, creamy, nutty, sweet","mild, sweet",True,False
Bettine Grand Cru,goat,Netherlands,Gouda,semi-hard,High,elastic,natural,white,"spicy, strong",strong,False,False
Amarelo de Beira Baixa,"goat, sheep",Portugal,Gouda,"semi-firm, artisan",High,"elastic, firm, open",natural,yellow,acidic,"earthy, rich",False,False
Podhalanski,"cow, sheep",Poland,Gouda,"semi-hard, artisan",High,"creamy, open",natural,pale yellow,smokey,smokey,False,False
Bel Paese,cow,Italy,Gouda,semi-soft,High,"creamy, smooth",plastic,pale yellow,"buttery, mild, milky, sweet",pleasant,False,False
Baladi,"cow, goat, sheep","Lebanon, Middle East",Gouda,"fresh soft, artisan",High,"creamy, dense, smooth",rindless,white,"buttery, mild, salty, sweet",fresh,False,False
Moonglo,goat,United States,Gouda,"semi-hard, artisan",High,"dense, firm, open",washed,ivory,"caramel, citrusy, fruity, nutty, sharp, tangy","aromatic, goaty",False,False
Aged Gouda,"cow, goat, sheep",Netherlands,Gouda,hard,High,"crumbly, crystalline, dense",waxed,yellow,"creamy, nutty, sweet",rich,True,False
Podhalanski,"cow, sheep",Poland,Gouda,"semi-hard, artisan",High,"creamy, open",natural,pale yellow,smokey,smokey,False,False
Stella Goat,goat,United States,Gouda,"semi-hard, artisan",High,crumbly,natural,cream,tangy,"mild, pleasant",True,False
Lyburn Gold,cow,"England, Great Britain, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, open, smooth",washed,brownish yellow,nutty,"pungent, stinky",True,False
Baita Friuli,cow,Italy,Gouda,firm,High,compact,natural,pale yellow,"fruity, spicy",rich,False,False
Menage,"cow, goat, sheep",United States,Gouda,semi-hard,High,"creamy, dry, firm",waxed,ivory,"full-flavored, strong",pleasant,True,False
Criffel,cow,"Scotland, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, smooth",washed,straw,smooth,"pungent, strong",True,False
LaClare Farms Evalon,goat,United States,Gouda,"semi-hard, artisan",High,creamy,natural,ivory,mild,goaty,True,False
Mont Saint-Francis,goat,United States,Gouda,"semi-hard, artisan",High,"brittle, firm, supple",washed,golden yellow,"earthy, full-flavored, strong","pungent, stinky",False,False
Amarelo de Beira Baixa,"goat, sheep",Portugal,Gouda,"semi-firm, artisan",High,crumbly,natural,yellow,acidic,fresh,False,False
Aged Gouda,"cow, goat, sheep",Netherlands,Gouda,hard,High,"crumbly, crystalline, dense",waxed,yellow,"acidic, fruity",rich,True,False
Asiago DOP,cow,Italy,Gouda,hard,High,"compact, crumbly, open, smooth",natural,yellow,"full-flavored, milky, sharp",pungent,False,False
Mouse House Chilli Cheddar,cow,England,Gouda,semi-hard,High,creamy,waxed,golden orange,spicy,spicy,True,False
Amarelo de Beira Baixa,"goat, sheep",Portugal,Gouda,"semi-firm, artisan",High,"creamy, smooth, soft, springy",natural,yellow,acidic,"fresh, rich",False,False
Mouse House Chilli Cheddar,cow,England,Gouda,semi-hard,High,creamy,waxed,golden orange,spicy,spicy,True,False
Sao Jorge,cow,Portugal,Gouda,semi-hard,High,"chalky, crumbly, firm",natural,golden yellow,"spicy, tangy",spicy,False,False
Bettine Grand Cru,goat,Netherlands,Gouda,semi-hard,High,"creamy, smooth, soft, springy",washed,white,"spicy, strong",strong,False,False
Lyburn Gold,cow,"England, Great Britain, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, open, smooth",washed,brownish yellow,nutty,"floral, fresh, goaty, grassy",True,False
"Cremig Extra Würzig, Bergkäse Aus Dem Schweizer Jura",cow,Switzerland,Gouda,"hard, artisan",High,creamy,natural,cream,"creamy, spicy","floral, goaty, herbal",True,False
Sancerre,goat,France,Gouda,hard,High,"crumbly, firm, grainy",natural,orange,"nutty, strong",earthy,False,False
Bel Paese,cow,Italy,Gouda,semi-soft,High,"creamy, smooth",plastic,pale yellow,"buttery, mild, milky, sweet",pleasant,False,False
Meyer Vintage Gouda,cow,New Zealand,Gouda,"semi-hard, artisan",High,crumbly,bloomy,ivory,"nutty, sharp, spicy",aromatic,False,False
Benedictine,"cow, goat, sheep",United States,Gouda,"semi-hard, artisan",High,creamy,washed,yellow,"creamy, subtle","fresh, goaty",False,False
Sancerre,goat,France,Gouda,hard,High,elastic,natural,blue,"nutty, strong","buttery, spicy",False,False
Leerdammer,cow,Netherlands,Gouda,semi-hard,High,"creamy, open, smooth",natural,white,"mild, nutty, sweet",strong,True,False
Moonglo,goat,United States,Gouda,"semi-hard, artisan",High,"dense, firm, open",washed,ivory,"caramel, citrusy, fruity, nutty, sharp, tangy","aromatic, goaty",False,False
Brimstone,cow,United States,Gouda,"semi-hard, artisan",High,crumbly,rindless,pale yellow,"smooth, spicy",spicy,True,False
Capricious,goat,United States,Gouda,"hard, artisan",High,creamy,mold ripened,ivory,"caramel, nutty",nutty,False,False
Podhalanski,"cow, sheep",Poland,Gouda,"semi-hard, artisan",High,"creamy, open",natural,pale yellow,smokey,smokey,False,False
Legacy,cow,United States,Gouda,"semi-hard, artisan",High,creamy,rindless,pale yellow,creamy,aromatic,True,False
Consider Bardwell Farm Manchester,goat,United States,Gouda,"semi-hard, artisan",High,"firm, open",natural,ivory,"nutty, tangy, woody","lactic, mushroom, woody",True,False
Benedictine,"cow, goat, sheep",United States,Gouda,"semi-hard, artisan",High,creamy,washed,yellow,full-flavored,"rich, yeasty",False,False
Maasdam,cow,Netherlands,Gouda,semi-hard,High,"creamy, open, supple",natural,pale yellow,"buttery, nutty, sweet",fruity,False,False
Shoreditch Smoked,plant-based,United Kingdom,Gouda,semi-firm,High,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",True,True
Stella Goat,goat,United States,Gouda,"semi-hard, artisan",High,crumbly,natural,cream,tangy,"mild, pleasant",True,False
Baladi,"cow, goat, sheep","Lebanon, Middle East",Gouda,"fresh soft, artisan",High,"creamy, dense, smooth",rindless,white,"buttery, mild, salty, sweet",fresh,False,False
Abbaye de Belval,cow,France,Gouda,semi-hard,High,elastic,washed,ivory,"buttery, creamy, subtle",aromatic,False,False
Baita Friuli,cow,Italy,Gouda,firm,High,compact,natural,pale yellow,"fruity, spicy",rich,False,False
Sao Jorge,cow,Portugal,Gouda,semi-hard,High,"chalky, crumbly, firm",natural,golden yellow,"spicy, tangy",musty,False,False
Beemster Aged,cow,Netherlands,Gouda,hard,High,"crystalline, firm, smooth",natural,yellow,"full-flavored, smooth, spicy, strong",rich,False,False
Baita Friuli,cow,Italy,Gouda,firm,High,compact,natural,pale yellow,"fruity, spicy",rich,False,False
Criffel,cow,"Scotland, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, smooth",washed,straw,smooth,"pungent, strong",True,False
Criffel,cow,"Scotland, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, smooth",washed,straw,smooth,"pungent, strong",True,False
Crema Mexicana Agria,cow,Mexico and Caribbean,Gouda,fresh soft,High,"creamy, spreadable",rindless,white,"acidic, sour, tangy","aromatic, fresh",False,False
Amul Gouda,cow,India,Gouda,semi-hard,High,"compact, dense, firm, springy",plastic,yellow,"fruity, sweet",mild,True,False
Legacy,cow,United States,Gouda,"semi-hard, artisan",High,creamy,rindless,pale yellow,creamy,aromatic,True,False
Clonmore,goat,Ireland,Gouda,"hard, artisan",High,"firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",True,False
Avaxtskyr,cow,Iceland,Gouda,fresh soft,High,"buttery, smooth, soft",natural,white,"buttery, sweet","earthy, pleasant",True,False
Sweet Style Swiss,goat,Switzerland,Gouda,"semi-hard, artisan",High,"firm, supple",waxed,ivory,nutty,"nutty, sweet",False,False
Beemster Classic,cow,Netherlands,Gouda,semi-hard,High,"creamy, firm, smooth",natural,yellow,"buttery, nutty","buttery, rich",False,False
"Cremig Extra Würzig, Bergkäse Aus Dem Schweizer Jura",cow,Switzerland,Gouda,"hard, artisan",High,creamy,natural,cream,"creamy, spicy","fresh, milky",False,False
Crema Mexicana Agria,cow,Mexico and Caribbean,Gouda,fresh soft,High,"creamy, spreadable",rindless,white,"acidic, sour, tangy","aromatic, fresh",False,False
Meyer Vintage Gouda,cow,New Zealand,Gouda,"semi-hard, artisan",High,crumbly,natural,white,"nutty, sharp, spicy",aromatic,False,False
Boyne Valley Bán,goat,Ireland,Gouda,hard,High,"creamy, crumbly",natural,ivory,"earthy, full-flavored, garlicky, grassy, lemony, mushroomy, umami","barnyardy, buttery, earthy, goaty, musty",True,False
Sancerre,goat,France,Gouda,hard,High,elastic,natural,white,"nutty, strong",strong,False,False
LaClare Farms Evalon with Cummin,goat,United States,Gouda,"semi-hard, artisan",High,creamy,natural,ivory,savory,goaty,True,False
Lyburn Gold,cow,"England, Great Britain, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, open, smooth",washed,brownish yellow,nutty,"rich, strong",True,False
Criffel,cow,"Scotland, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, smooth",washed,straw,smooth,"pungent, strong",True,False
Shoreditch Smoked,plant-based,United Kingdom,Gouda,semi-firm,High,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",True,True
Menage,"cow, goat, sheep",United States,Gouda,semi-hard,High,"creamy, dry, firm",waxed,ivory,"full-flavored, strong",pleasant,True,False
Alverca,"goat, sheep",Portugal,Gouda,semi-hard,High,"creamy, open, smooth",rindless,pale yellow,"nutty, sweet",strong,False,False
Abbaye de Belval,cow,France,Gouda,semi-hard,High,elastic,washed,ivory,"creamy, mushroomy",aromatic,False,False
Amul Gouda,cow,India,Gouda,semi-hard,High,"compact, dense, firm, springy",plastic,yellow,"fruity, sweet",mild,True,False
Bel Paese,cow,Italy,Gouda,semi-soft,High,"creamy, smooth",plastic,pale yellow,"buttery, mild, milky, sweet",pleasant,False,False
Carrowholly,cow,Ireland,Gouda,"hard, artisan",High,"crumbly, crystalline, firm, smooth",waxed,yellow,"acidic, crunchy, fruity, herbaceous, mild, spicy","caramel, fruity, rich",True,False
Baladi,"cow, goat, sheep","Lebanon, Middle East",Gouda,"fresh soft, artisan",High,"creamy, dense, smooth",rindless,white,"buttery, mild, salty, sweet",fresh,False,False
Benedictine,"cow, goat, sheep",United States,Gouda,"semi-hard, artisan",High,creamy,washed,yellow,"lemony, tangy",fresh,True,False
Leyden,cow,Netherlands,Gouda,"semi-hard, artisan",High,firm,natural,yellow,"spicy, tangy",aromatic,False,False
Montasio Mezzano,cow,Italy,Gouda,"semi-firm, artisan",High,creamy,natural,white,"full-flavored, nutty, sweet",strong,False,False
Sao Jorge,cow,Portugal,Gouda,semi-hard,High,"chalky, crumbly, firm",natural,golden yellow,"spicy, tangy",buttery,False,False
Montasio Vecchio,cow,Italy,Gouda,"semi-firm, artisan",High,creamy,natural,white,sharp,strong,False,False
Amarelo de Beira Baixa,"goat, sheep",Portugal,Gouda,"semi-firm, artisan",High,smooth,natural,yellow,acidic,"fresh, herbal",False,False
Boyne Valley Bán,goat,Ireland,Gouda,hard,High,"creamy, crumbly",natural,ivory,"earthy, full-flavored, garlicky, grassy, lemony, mushroomy, umami","barnyardy, buttery, earthy, goaty, musty",True,False
Benedictine,"cow, goat, sheep",United States,Gouda,"semi-hard, artisan",High,creamy,washed,yellow,"creamy, full-flavored, sharp",spicy,True,False
Lindale,cow,United States,Gouda,"semi-soft, artisan",High,"creamy, smooth",natural,pale yellow,"buttery, sweet",rich,False,False
Consider Bardwell Farm Manchester,goat,United States,Gouda,"semi-hard, artisan",High,"firm, open",natural,ivory,"nutty, tangy, woody","lactic, mushroom, woody",True,False
LaClare Farms Evalon,goat,United States,Gouda,"semi-hard, artisan",High,creamy,natural,ivory,mild,goaty,True,False
Beemster Graskaas,cow,Netherlands,Gouda,semi-hard,High,"creamy, open, smooth",natural,yellow,full-flavored,rich,False,False
Cow's Milk Gouda,cow,United States,Gouda,"semi-hard, artisan",High,"compact, creamy, crumbly, dense",natural,white,"caramel, nutty",fresh,False,False
Stella Goat,goat,United States,Gouda,"semi-hard, artisan",High,crumbly,natural,cream,tangy,"mild, pleasant",True,False
Picobello,cow,Netherlands,Gouda,hard,High,"crumbly, open",waxed,golden yellow,"caramel, nutty, sweet","mild, sweet",False,False
Clonmore,goat,Ireland,Gouda,"hard, artisan",High,"firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",True,False
Shtayburne Farm Monterey Jack,cow,United States,Gouda,"semi-hard, artisan",High,"compact, creamy, soft, supple",natural,pale yellow,"creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy","fresh, herbal, spicy, strong",False,False
Leyden,cow,Netherlands,Gouda,"semi-hard, artisan",High,firm,plastic,yellow,"spicy, tangy",aromatic,False,False
Maasdam,cow,Netherlands,Gouda,semi-hard,High,"creamy, open, supple",bloomy,pale yellow,"buttery, nutty, sweet",fruity,False,False
Sancerre,goat,France,Gouda,hard,High,"creamy, soft",natural,white,"nutty, strong",earthy,False,False
Penbryn,cow,"Great Britain, United Kingdom, Wales",Gouda,hard,High,creamy,natural,ivory,"buttery, fruity, grassy, nutty, sweet","earthy, herbal",True,False
Asiago DOP,cow,Italy,Gouda,hard,High,"compact, crumbly, open, smooth",natural,yellow,"full-flavored, milky, sharp",pungent,False,False
Clonmore,goat,Ireland,Gouda,"hard, artisan",High,"firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",True,False
Clonmore,goat,Ireland,Gouda,"hard, artisan",High,"firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",True,False
Lyburn Gold,cow,"England, Great Britain, United Kingdom",Gouda,"semi-hard, artisan",High,"creamy, open, smooth",washed,brownish yellow,nutty,pleasant,True,False
Coolea,cow,Ireland,Gouda,hard,High,firm,natural,pale yellow,sweet,mushroom,True,False
Sancerre,goat,France,Gouda,hard,High,"chewy, dense",natural,white,"nutty, strong","pungent, strong",False,False
Sancerre,goat,France,Gouda,hard,High,firm,natural,white,"nutty, strong",strong,False,False
Abbaye de Belval,cow,France,Gouda,semi-hard,High,elastic,washed,ivory,"smokey , tangy",aromatic,False,False
Carrowholly,cow,Ireland,Gouda,"hard, artisan",High,"crumbly, crystalline, firm, smooth",waxed,yellow,"acidic, crunchy, fruity, herbaceous, mild, spicy","aromatic, lactic",True,False
Sancerre,goat,France,Gouda,hard,High,"creamy, soft",natural,white,"nutty, strong",spicy,False,False
Alverca,"goat, sheep",Portugal,Gouda,semi-hard,High,"crumbly, crystalline, firm",natural,pale yellow,"mild, nutty",strong,False,False
Stella Asiago,cow,Italy,Gouda,"semi-hard, artisan",High,"buttery, creamy, crumbly",natural,cream,"nutty, sharp, smooth, sweet","fresh, mild, rich",True,False
Carrowholly,cow,Ireland,Gouda,"hard, artisan",High,"crumbly, crystalline, firm, smooth",waxed,yellow,"acidic, crunchy, fruity, herbaceous, mild, spicy",smokey,True,False
